OPE ID,Institution Name,City,State,Zip Code,Institution Type,"School Group Name
The school is part of a group of institutions owned and/or operated by the corporate or non-profit entity listed below",Institution Fiscal Year End, Composite Score for Institution's  Fiscal Year Ending Between 07/01/2016 - 6/30/2017,,,,,,,,,,,,,,,,,,,
00253400,Rocky Mountain College,Billings,MT,59102-1796,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00252700,University of Providence,Great Falls,MT,59405-4996,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
04219100,Alexander Paul Institute of Hair Design,Greenville,NC,27858-3344,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
03237300,Anson College of Cosmetology,Wadesboro,NC,28170-2147,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03513400,Apex School Of Theology,Durham,NC,27703-8024,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04140700,Aveda Institute Chapel Hill,Chapel Hill,NC,27514-7001,Proprietary,"Nutur Holdings, LLC",06/30/2017,2.1,,,,,,,,,,,,,,,,,,,
00290800,Barton College,Wilson,NC,27893-3104,Non-profit,N/A,06/30/2017,2.9,,,,,,,,,,,,,,,,,,,
00291000,Belmont Abbey College,Belmont,NC,28012-1802,Non-profit,N/A,05/31/2017,1.0,,,,,,,,,,,,,,,,,,,
00291100,Bennett College,Greensboro,NC,27401-3239,Non-profit,N/A,06/30/2017,1.4,,,,,,,,,,,,,,,,,,,
04228400,Beyond Measure Barbering Institute,Mebane,NC,27302-2323,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
00291200,Brevard College,Brevard,NC,28712-3306,Non-profit,N/A,05/31/2017,2.6,,,,,,,,,,,,,,,,,,,
00647700,Cabarrus College of Health Sciences,Concord,NC,28025-3959,Non-profit,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00291300,Campbell University,Buies Creek,NC,27506-0036,Non-profit,N/A,05/31/2017,2.9,,,,,,,,,,,,,,,,,,,
03570300,Carolina Christian College,Winston-Salem,NC,27105-3241,Non-profit,N/A,06/30/2017,0.9,,,,,,,,,,,,,,,,,,,
04154200,Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
04178100,Carolina College of Hair Design,Asheville,NC,28802-1232,Proprietary,N/A,12/31/2016,2.4,,,,,,,,,,,,,,,,,,,
04101300,Carolina School of Broadcasting,Charlotte,NC,28214-8085,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00291400,Catawba College,Salisbury,NC,28144-2488,Non-profit,N/A,05/31/2017,2.8,,,,,,,,,,,,,,,,,,,
04129400,Center for Massage & Natural Health,Asheville,NC,28801-8331,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03827300,Charlotte Christian College and Theological Seminary,Charlotte,NC,28205-1648,Non-profit,N/A,06/30/2017,1.3,,,,,,,,,,,,,,,,,,,
04143500,Charlotte School of Law,Charlotte,NC,28244-2816,Proprietary,"Infilaw Holding, LLC and Subsidiaries",07/31/2016,1.9,,,,,,,,,,,,,,,,,,,
00291600,Chowan University,Murfreesboro,NC,27855-1850,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
02205000,College of Wilmington,Wilmington,NC,28403-0000,Proprietary,N/A,12/31/2016,2.1,,,,,,,,,,,,,,,,,,,
04146400,Daoist Traditions College of Chinese Medical Arts,Asheville,NC,28801-1060,Proprietary,N/A,05/31/2017,2.8,,,,,,,,,,,,,,,,,,,
00291800,Davidson College,Davidson,NC,28035-0000,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00292000,Duke University,Durham,NC,27708-0397,Non-profit,"Duke University Health System, Inc.",06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
03748500,Durham Beauty Academy,Durham,NC,27707-3569,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
00292700,Elon University,Elon,NC,27244-2010,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
00292900,Gardner-Webb University,Boiling Springs,NC,28017-0000,Non-profit,N/A,06/30/2017,2.5,,,,,,,,,,,,,,,,,,,
04214600,Grace College of Barbering,Greenville,NC,27834-3973,Non-profit,N/A,12/31/2016,1.2,,,,,,,,,,,,,,,,,,,
04173700,Grace College of Divinity,Fayetteville,NC,28314-2343,Non-profit,N/A,06/30/2017,2.5,,,,,,,,,,,,,,,,,,,
00293000,Greensboro College,Greensboro,NC,27401-1875,Non-profit,N/A,06/30/2017,2.9,,,,,,,,,,,,,,,,,,,
00293100,Guilford College,Greensboro,NC,27410-4171,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
04120300,Health and Style Institute,Greensboro,NC,27407-4751,Proprietary,N/A,12/31/2016,2.4,,,,,,,,,,,,,,,,,,,
03089300,Heritage Bible College,Dunn,NC,28334-0000,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
00293300,High Point University,High Point,NC,27268-2726,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
03663300,Hood Theological Seminary,Salisbury,NC,28144-5768,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
00293500,John Wesley University,High Point,NC,27265-3197,Non-profit,N/A,06/30/2017,1.7,,,,,,,,,,,,,,,,,,,
00293600,Johnson C. Smith University,Charlotte,NC,28216-5398,Non-profit,N/A,06/30/2017,2.4,,,,,,,,,,,,,,,,,,,
04073300,Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,Non-profit,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00293700,King's College,Charlotte,NC,28204-2435,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00293900,Lees-McRae College,Banner Elk,NC,28604-0000,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
00294100,Lenoir-Rhyne University,Hickory,NC,28601-3984,Non-profit,N/A,05/31/2017,2.6,,,,,,,,,,,,,,,,,,,
01192600,Leon's Beauty School,Greensboro,NC,27403-2812,Proprietary,N/A,12/31/2016,2.1,,,,,,,,,,,,,,,,,,,
00294200,Livingstone College,Salisbury,NC,28144-5298,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00294300,Louisburg College,Louisburg,NC,27549-2398,Non-profit,N/A,05/31/2017,1.3,,,,,,,,,,,,,,,,,,,
00294400,Mars Hill University,Mars Hill,NC,28754-0000,Non-profit,N/A,05/31/2017,2.7,,,,,,,,,,,,,,,,,,,
03361300,Medical Arts School (The),Raleigh,NC,27616-2811,Proprietary,"LTT Enterprises, Inc.",12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00294500,Meredith College,Raleigh,NC,27607-5298,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00294600,Methodist University,Fayetteville,NC,28311-1420,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02280900,Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,Non-profit,N/A,06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
02056500,Mitchell's Academy,Raleigh,NC,27606-3326,Proprietary,N/A,12/31/2016,1.9,,,,,,,,,,,,,,,,,,,
00294800,Montreat College,Montreat,NC,28757-1267,Non-profit,N/A,06/30/2017,1.7,,,,,,,,,,,,,,,,,,,
04206500,MyComputerCareer.com,Raleigh,NC,27606-3365,Proprietary,"MyComputerCareer.com, Inc. and Subsidiaries",06/30/2017,2.1,,,,,,,,,,,,,,,,,,,
00295100,North Carolina Wesleyan College,Rocky Mount,NC,27804-8699,Non-profit,N/A,05/31/2017,2.7,,,,,,,,,,,,,,,,,,,
01179900,Paul Mitchell The School Fayetteville,Fayetteville,NC,28303-5364,Proprietary,N/A,09/30/2016,1.8,,,,,,,,,,,,,,,,,,,
03777300,Paul Mitchell The School Gastonia,Gastonia,NC,28054-0460,Proprietary,N/A,12/31/2016,1.5,,,,,,,,,,,,,,,,,,,
04204700,Paul Mitchell The School Raleigh,Raleigh,NC,27612-7358,Proprietary,N/A,06/30/2017,2.0,,,,,,,,,,,,,,,,,,,
00295500,Pfeiffer University,Misenheimer,NC,28109-0000,Non-profit,N/A,06/30/2017,2.1,,,,,,,,,,,,,,,,,,,
00295600,Piedmont International University,Winston Salem,NC,27101-5025,Non-profit,N/A,06/30/2017,1.7,,,,,,,,,,,,,,,,,,,
02560600,Pinnacle Institute of Cosmetology,Mooresville,NC,28115-8020,Proprietary,N/A,12/31/2016,-0.1,,,,,,,,,,,,,,,,,,,
00295700,Queens University of Charlotte,Charlotte,NC,28274-0001,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00296800,Saint Augustine's University,Raleigh,NC,27610-2298,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
00296000,Salem College,Winston-Salem,NC,27101-5376,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
03109000,School of Communication Arts of North Carolina,Raleigh,NC,27614-7076,Proprietary,N/A,12/31/2016,2.6,,,,,,,,,,,,,,,,,,,
00296200,Shaw University,Raleigh,NC,27601-2393,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
04173000,Shepherds Theological Seminary,Cary,NC,27518-9316,Non-profit,N/A,06/30/2017,0.7,,,,,,,,,,,,,,,,,,,
04227600,Sherrill's University of Barber & Cosmetology,Raleigh,NC,27610-2431,Proprietary,N/A,12/31/2016,2.3,,,,,,,,,,,,,,,,,,,
00296300,Southeastern Baptist Theological Seminary,Wake Forest,NC,27587-1889,Non-profit,N/A,07/31/2016,2.3,,,,,,,,,,,,,,,,,,,
03555300,Southeastern Institute,Charlotte,NC,28217-0000,Proprietary,"BAR Education, Inc.",12/31/2016,1.7,,,,,,,,,,,,,,,,,,,
00294900,University of Mount Olive,Mount Olive,NC,28365-1299,Non-profit,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
00297800,Wake Forest University,Winston-Salem,NC,27109-7246,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00297900,Warren Wilson College,Swannanoa,NC,28778-2099,Non-profit,N/A,06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
00648300,Watts School of Nursing,Durham,NC,27705-2505,Non-profit,"Duke University Health System, Inc.",06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00295300,William Peace University,Raleigh,NC,27604-1194,Non-profit,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
00298500,Wingate University,Wingate,NC,28174-0159,Non-profit,N/A,05/31/2017,2.5,,,,,,,,,,,,,,,,,,,
03009500,Winston-Salem Barber School,Winston-Salem,NC,27127-3757,Proprietary,N/A,12/31/2016,1.9,,,,,,,,,,,,,,,,,,,
04139400,Hair Academy (The),Bismarck,ND,58501-4929,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00775600,Josefs School of Hair Design,Fargo,ND,58102-4977,Proprietary,N/A,12/31/2016,1.8,,,,,,,,,,,,,,,,,,,
01040600,Josef's School of Hair Design,Grand Forks,ND,58201-6394,Proprietary,N/A,12/31/2016,1.8,,,,,,,,,,,,,,,,,,,
01229500,JZ Trend Academy Paul Mitchell Partner School,Bismarck,ND,58504-4001,Proprietary,N/A,12/31/2016,-0.6,,,,,,,,,,,,,,,,,,,
04223500,Lynnes Welding Training,Fargo,ND,58102-4018,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
03087200,Moler Barber College of Hair Styling,Fargo,ND,58103-1805,Proprietary,N/A,12/31/2016,2.0,,,,,,,,,,,,,,,,,,,
04031300,Salon Professional Academy (The),Fargo,ND,58103-3337,Proprietary,N/A,12/31/2016,2.2,,,,,,,,,,,,,,,,,,,
01205900,Trinity Bible College and Graduate School,Ellendale,ND,58436-7105,Non-profit,N/A,06/30/2017,2.5,,,,,,,,,,,,,,,,,,,
02301100,Turtle Mountain Community College,Belcourt,ND,58316-0000,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02242900,United Tribes Technical College,Bismarck,ND,58504-7596,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00299000,University of Jamestown,Jamestown,ND,58405-3401,Non-profit,N/A,06/30/2017,2.4,,,,,,,,,,,,,,,,,,,
00299200,University of Mary,Bismarck,ND,58504-9652,Non-profit,N/A,06/30/2017,2.4,,,,,,,,,,,,,,,,,,,
00974300,Bellevue University,Bellevue,NE,68005-3098,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00639900,Bryan College of Health Sciences,Lincoln,NE,68506-1398,Non-profit,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00961700,Capitol School of Hairstyling and Esthetics,Omaha,NE,68137-2325,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
00849200,CHI Health School of Radiologic Technology,Omaha,NE,68124-9832,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
00986200,Clarkson College,Omaha,NE,68131-2739,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02079700,College of Hair Design,Lincoln,NE,68508-2199,Proprietary,N/A,06/30/2017,1.1,,,,,,,,,,,,,,,,,,,
00254000,College of Saint Mary,Omaha,NE,68106-2606,Non-profit,N/A,06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
00254100,Concordia University,Seward,NE,68434-1594,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
03164300,Creative Center (The),Omaha,NE,68164-2911,Proprietary,N/A,12/31/2016,2.3,,,,,,,,,,,,,,,,,,,
00254200,Creighton University,Omaha,NE,68178-0315,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00254400,Doane University,Crete,NE,68333-2421,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
00254700,Grace University,Omaha,NE,68108-3629,Non-profit,N/A,06/30/2017,1.7,,,,,,,,,,,,,,,,,,,
00254800,Hastings College,Hastings,NE,68901-7621,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
01151900,Joseph's College Cosmetology,Lincoln,NE,68505-2463,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00952300,La'James International College,Fremont,NE,68025-3297,Proprietary,"Lyndi, LTD. and Subsidiaries",06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
00255300,Midland University,Fremont,NE,68025-4254,Non-profit,N/A,05/31/2017,2.7,,,,,,,,,,,,,,,,,,,
03279300,Myotherapy Institute,Lincoln,NE,68506-3641,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00640400,Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,Non-profit,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00255500,Nebraska Wesleyan University,Lincoln,NE,68504-2796,Non-profit,N/A,05/31/2017,2.8,,,,,,,,,,,,,,,,,,,
04132600,Paul Mitchell the School - Lincoln,Lincoln,NE,68516-2306,Proprietary,N/A,08/31/2016,1.8,,,,,,,,,,,,,,,,,,,
04240800,Summit Christian College,Gering,NE,69341-2309,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
00256300,Union College,Lincoln,NE,68506-4387,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
03821400,Universal College of Healing Arts,Omaha,NE,68112-1810,Proprietary,N/A,12/31/2016,0.7,,,,,,,,,,,,,,,,,,,
02610500,Xenon International Academy II,Omaha,NE,68127-3522,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00256700,York College,York,NE,68467-2699,Non-profit,N/A,06/30/2017,2.1,,,,,,,,,,,,,,,,,,,
00257200,Colby-Sawyer College,New London,NH,03257-4648,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
01318900,Continental Academie of Hair Design,Hudson,NH,03051-3754,Proprietary,N/A,07/31/2016,1.8,,,,,,,,,,,,,,,,,,,
00257300,Dartmouth College,Hanover,NH,03755-3529,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00864500,Empire Beauty Schools,Laconia,NH,03220-3450,Proprietary,"Empire Beauty School, INC.",12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
02179600,Empire Beauty Schools,Somersworth,NH,03878-1592,Proprietary,"Empire Beauty School, INC.",12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
00257500,Franklin Pierce University,Rindge,NH,03461-0060,Non-profit,N/A,05/31/2017,2.3,,,,,,,,,,,,,,,,,,,
04263000,Harmony Health Care Institute,Merrimack,NH,03054-0000,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
02245400,Keene Beauty Academy,Keene,NH,03431-1513,Proprietary,N/A,12/31/2016,1.1,,,,,,,,,,,,,,,,,,,
04162200,Laird Institute of Spa Therapy,Manchester,NH,03102-5263,Proprietary,N/A,12/31/2016,-1.0,,,,,,,,,,,,,,,,,,,
02174800,Michael's School of Hair Design & Esthetics Paul Mitchell Partner Scho,Bedford,NH,03110-0000,Proprietary,N/A,03/31/2017,2.2,,,,,,,,,,,,,,,,,,,
00257900,New England College,Henniker,NH,03242-3293,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02247000,New England School of Hair Design,West Lebanon,NH,03784-2003,Proprietary,N/A,07/31/2016,2.9,,,,,,,,,,,,,,,,,,,
03729300,New Hampshire Institute for Therapeutic Arts,Hudson,NH,03051-4906,Proprietary,N/A,12/31/2016,2.7,,,,,,,,,,,,,,,,,,,
03182300,New Hampshire Institute of Art,Manchester,NH,03104-4858,Non-profit,N/A,06/30/2017,0.6,,,,,,,,,,,,,,,,,,,
02223300,Northeast Catholic College,Warner,NH,03278-4012,Non-profit,N/A,06/30/2017,1.2,,,,,,,,,,,,,,,,,,,
02211600,Paul Mitchell The School Portsmouth,Portsmouth,NH,03801-4084,Proprietary,N/A,04/30/2017,1.8,,,,,,,,,,,,,,,,,,,
00258600,Rivier University,Nashua,NH,03060-5086,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00258700,Saint Anselm College,Manchester,NH,03102-1310,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00258000,Southern New Hampshire University,Manchester,NH,03106-1045,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02140400,St. Joseph School of Nursing,Nashua,NH,03060-4161,Non-profit,N/A,12/31/2016,2.9,,,,,,,,,,,,,,,,,,,
03043100,Thomas More College of Liberal Arts,Merrimack,NH,03054-4818,Non-profit,N/A,05/31/2017,1.5,,,,,,,,,,,,,,,,,,,
03437300,Upper Valley Educators Institute,Lebanon,NH,03766-1358,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04234400,American Institute of Alternative Medicine,East Brunswick,NJ,08816-3727,Proprietary,N/A,12/31/2016,2.3,,,,,,,,,,,,,,,,,,,
04136400,American Institute of Medical Sciences & Education,Piscataway,NJ,08854-3870,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
02525900,Artistic Academy of Hair Design (The),Morris Plains,NJ,07950-1409,Proprietary,N/A,06/30/2017,2.5,,,,,,,,,,,,,,,,,,,
04188700,ASI Career Institute,Turnersville,NJ,08012-1043,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
02234600,Atlantic Beauty & Spa Academy,Egg Harbor Township,NJ,08234-2621,Proprietary,N/A,12/31/2016,2.8,,,,,,,,,,,,,,,,,,,
04081300,Bais Medrash Toras Chesed,Lakewood,NJ,08701-0000,Non-profit,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00750200,Berkeley College,Woodland Park,NJ,07424-3367,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04181400,Best Care College,East Orange,NJ,07018-1703,Proprietary,N/A,12/31/2016,2.6,,,,,,,,,,,,,,,,,,,
00794700,Beth Medrash Govoha of America,Lakewood,NJ,08701-2754,Non-profit,N/A,03/31/2017,2.7,,,,,,,,,,,,,,,,,,,
04251500,Beth Medrash of Asbury Park,Lakewood,NJ,08701-5842,Non-profit,N/A,08/31/2016,2.4,,,,,,,,,,,,,,,,,,,
00259700,Bloomfield College,Bloomfield,NJ,07003-3425,Non-profit,N/A,06/30/2017,2.9,,,,,,,,,,,,,,,,,,,
01085100,Branford Hall Career Institute,Parsippany,NJ,07054-3409,Proprietary,"Premier Education Group, L.P.",12/31/2016,1.3,,,,,,,,,,,,,,,,,,,
00259800,Caldwell University,Caldwell,NJ,07006-6195,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
02265500,Capri Institute of Hair Design,Brick,NJ,08724-7166,Proprietary,"Capri Training Centers, Inc.",06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
02103700,Capri Institute of Hair Design,Paramus,NJ,07652-3901,Proprietary,"Capri Training Centers, Inc.",06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
02183600,Capri Institute of Hair Design,Kenilworth,NJ,07033-1042,Proprietary,"Capri Training Centers, Inc.",06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
00907800,Capri Institute of Hair Design,Clifton,NJ,07011-2111,Proprietary,"Capri Training Centers, Inc.",06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
00259900,Centenary University,Hackettstown,NJ,07840-2184,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
03324300,Central Career School,South Plainfield,NJ,07080-2408,Proprietary,N/A,12/31/2016,2.0,,,,,,,,,,,,,,,,,,,
04184500,Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,07058-9589,Proprietary,N/A,04/30/2017,2.3,,,,,,,,,,,,,,,,,,,
00260000,College of Saint Elizabeth,Morristown,NJ,07960-6989,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
04260400,Cutting Edge Academy,Succasunna,NJ,07876-1311,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
02154000,Divers Academy of the Eastern Seaboard,Erial,NJ,08081-1139,Proprietary,N/A,12/31/2016,2.8,,,,,,,,,,,,,,,,,,,
00260300,Drew University,Madison,NJ,07940-4063,Non-profit,N/A,06/30/2017,1.9,,,,,,,,,,,,,,,,,,,
03122600,Eastern International College,Jersey City,NJ,07306-3906,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03811300,Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,07003-3426,Proprietary,N/A,08/31/2016,1.8,,,,,,,,,,,,,,,,,,,
02053700,Eastwick College,Ramsey,NJ,07446-2546,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
01246200,Eastwick College - Hackensack Campus.,Hackensack,NJ,07601-7197,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
02092300,Eastwick College - Nutley Campus,Nutley,NJ,07110-9802,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00260700,Fairleigh Dickinson University,Teaneck,NJ,07666-1996,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00261000,Felician University,Lodi,NJ,07644-2198,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
02132300,Fortis Institute,Wayne,NJ,07470-7041,Proprietary,"Education Affiliates, Inc. and Subsidiaries",06/30/2017,-1.0,,,,,,,,,,,,,,,,,,,
04243300,Garden State Science and Technology Institute,Jersey City,NJ,07306-2714,Proprietary,N/A,12/31/2016,2.0,,,,,,,,,,,,,,,,,,,
00260800,Georgian Court University,Lakewood,NJ,08701-2697,Non-profit,N/A,06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
02586900,Harris School of Business,Voorhees,NJ,08043-2604,Proprietary,"Premier Education Group, L.P.",12/31/2016,1.3,,,,,,,,,,,,,,,,,,,
02104000,Harris School of Business,Cherry Hill,NJ,08002-2983,Proprietary,"Premier Education Group, L.P.",12/31/2016,1.3,,,,,,,,,,,,,,,,,,,
03803300,Healthcare Training Institute,Union,NJ,07083-3504,Proprietary,N/A,12/31/2016,1.7,,,,,,,,,,,,,,,,,,,
00849400,HoHoKus School of Trade and Technical Sciences,Paterson,NJ,07513-1402,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00641700,Holy Name Medical Center School of Nursing,Teaneck,NJ,07666-4254,Non-profit,N/A,12/31/2016,2.8,,,,,,,,,,,,,,,,,,,
04218500,Innovate Salon Academy,South Plainfield,NJ,07080-0000,Proprietary,N/A,12/31/2016,2.0,,,,,,,,,,,,,,,,,,,
03536300,Institute For Therapeutic Massage,Haskell,NJ,07420-1452,Proprietary,N/A,12/31/2016,0.2,,,,,,,,,,,,,,,,,,,
04134100,Jersey College,Teterboro,NJ,07608-1104,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00642100,JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder Schools,Plainfield,NJ,07061-3399,Non-profit,N/A,12/31/2016,1.2,,,,,,,,,,,,,,,,,,,
02146800,Joe Kubert School of Cartoon & Graphic Art (The),Dover,NJ,07801-4054,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
01246100,Lincoln Technical Institute,Iselin,NJ,08830-1636,Proprietary,"Lincoln Educational Services, Corporation and Subsidiaries",12/31/2016,1.5,,,,,,,,,,,,,,,,,,,
04207500,Medical Career Institute,Ocean,NJ,07712-7202,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
04257800,Mobile Technical Training,South Hackensack,NJ,07606-0000,Proprietary,N/A,12/31/2016,2.3,,,,,,,,,,,,,,,,,,,
00261600,Monmouth University,West Long Branch,NJ,07764-1898,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04154900,National Career Institute,East Orange,NJ,07018-2011,Proprietary,N/A,06/30/2017,1.6,,,,,,,,,,,,,,,,,,,
00261900,New Brunswick Theological Seminary,New Brunswick,NJ,08901-1196,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
03424500,New Community Workforce Development Center,Newark,NJ,07103-2419,Non-profit,N/A,12/31/2016,2.2,,,,,,,,,,,,,,,,,,,
00759300,Parisian Beauty Academy,Hackensack,NJ,07601-5509,Proprietary,N/A,06/30/2017,2.0,,,,,,,,,,,,,,,,,,,
04218200,Paul Mitchell The School - Jersey Shore,Brick,NJ,08723-3413,Proprietary,N/A,12/31/2016,2.9,,,,,,,,,,,,,,,,,,,
01062900,PB Cosmetology Education Centre,Gloucester City,NJ,08030-1750,Proprietary,N/A,12/31/2016,2.4,,,,,,,,,,,,,,,,,,,
03650600,PC Age,Jersey City,NJ,07306-3936,Proprietary,N/A,12/31/2016,2.1,,,,,,,,,,,,,,,,,,,
02131600,Pennco Tech,Blackwood,NJ,08012-9961,Proprietary,"Pennco Institutes, Inc.",06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
03666300,Pillar College,Newark,NJ,07102-5511,Non-profit,N/A,06/30/2017,1.2,,,,,,,,,,,,,,,,,,,
00262600,Princeton Theological Seminary,Princeton,NJ,08540-0803,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
