OPE ID,Institution Name,City,State,Zip Code,Institution Fiscal Year End,"School Group Name
The school is part of a group of institutions owned and/or operated by the corporate or non-profit entity listed below",  Institution Type, Composite Score for Institution's  Fiscal Year Ending Between 07/01/2019 - 6/30/2020
00327400,Haverford College,Haverford,PA,19041-1392,06/30/2020,N/A,Non-Profit,3.0
00327500,Holy Family University,Philadelphia,PA,19114-2094,06/30/2020,N/A,Non-Profit,3.0
00746900,Hussian College,Philadelphia,PA,19130-4148,06/30/2020,N/A,Proprietary,0.2
00327600,Immaculata University,Immaculata,PA,19345-0647,06/30/2020,N/A,Non-Profit,2.0
04155100,Institute of Medical and Business Careers,Pittsburgh,PA,15235-1013,12/31/2019,N/A,Proprietary,2.9
02616100,Jean Madeline Aveda Institute,Philadelphia,PA,19147-1542,12/31/2019,N/A,Proprietary,1.1
03103300,JNA Institute of Culinary Arts,Philadelphia,PA,19146-3119,12/31/2019,N/A,Proprietary,2.1
02178900,Jolie Health and Beauty Academy,Hazleton,PA,18202-1465,03/31/2020,Pioneer Education LLC,Proprietary,1.8
02289700,Jolie Health and Beauty Academy,Wilkes Barre,PA,18702-5354,03/31/2020,Pioneer Education LLC,Proprietary,1.8
01171500,Joseph F. McCloskey School of Nursing at Schuylkill Health,Pottsville,PA,17901-3692,06/30/2020,N/A,Non-Profit,2.3
00327900,Juniata College,Huntingdon,PA,16652-2196,05/31/2020,N/A,Non-Profit,2.2
00328200,Kings College,Wilkes-Barre,PA,18711-0801,06/30/2020,N/A,Non-Profit,3.0
00328700,La Salle University,Philadelphia,PA,19141-1199,05/31/2020,N/A,Non-Profit,2.2
00328400,Lafayette College,Easton,PA,18042-1768,06/30/2020,N/A,Non-Profit,3.0
02212700,Lancaster School of Cosmetology & Therapeutic Bodywork,Lancaster,PA,17602-3222,12/31/2019,N/A,Proprietary,3.0
00777900,Lansdale School of Business,North Wales,PA,19454-4114,08/31/2019,N/A,Proprietary,1.1
02292700,Lansdale School of Cosmetology,Lansdale,PA,19446-2003,12/31/2019,N/A,Proprietary,2.7
02546200,Laurel Business Institute,Uniontown,PA,15401-0877,12/31/2019,"Laurel Business Institute, Inc.",Proprietary,2.9
02092500,Laurel Technical Institute,Hermitage,PA,16148-9010,12/31/2019,"Laurel Business Institute, Inc.",Proprietary,2.9
00328800,Lebanon Valley College,Annville,PA,17003-1400,06/30/2020,N/A,Non-Profit,2.4
04267300,Lehigh Valley Barber School,Bethlehem,PA,18018-3906,12/31/2019,N/A,Proprietary,2.2
02118000,Levittown Beauty Academy,Levittown,PA,19054-1713,12/31/2019,N/A,Proprietary,2.9
00329600,Marywood University,Scranton,PA,18509-1598,06/30/2020,N/A,Non-Profit,3.0
04158000,Metro Beauty Academy,Allentown,PA,18106-9693,03/31/2020,N/A,Proprietary,1.1
00330100,Moravian University,Bethlehem,PA,18018-6650,06/30/2020,N/A,Non-Profit,2.6
00330200,Mount Aloysius College,Cresson,PA,16630-1999,06/30/2020,N/A,Non-Profit,2.2
00398800,Neumann University,Aston,PA,19014-1298,06/30/2020,N/A,Non-Profit,2.4
00778000,New Castle School of Trades,New Castle,PA,16101-8739,12/31/2019,"North American Trades Schools, Inc and Subsidiaries",Proprietary,2.6
02183000,Orleans Technical College,Philadelphia,PA,19114-1014,06/30/2020,N/A,Non-Profit,2.6
00330900,Peirce College,Philadelphia,PA,19102-4699,06/30/2020,N/A,Non-Profit,2.4
00490200,Penn Commercial Business/Technical School,Washington,PA,15301-2871,06/30/2020,N/A,Proprietary,2.1
00944900,Pennco Tech,Bristol,PA,19007-3696,06/30/2020,"Pennco Institutes, Inc.",Proprietary,1.8
02107300,Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1424,06/30/2020,N/A,Non-Profit,2.2
00986300,Pennsylvania College of Health Sciences,Lancaster,PA,17601-5871,06/30/2020,N/A,Non-Profit,2.4
02330600,Pennsylvania Gunsmith School,Pittsburgh,PA,15202-2637,12/31/2019,N/A,Proprietary,3.0
03781300,PITC Institute,Wyncote,PA,19095-1221,12/31/2019,N/A,Proprietary,1.7
01081400,Pittsburgh Institute of Mortuary Science,Pittsburgh,PA,15206-3706,06/30/2020,N/A,Non-Profit,3.0
04274400,PMCA Pittsburgh Multicultural Cosmetology Academy,Pittsburgh,PA,15222-2245,12/31/2019,N/A,Proprietary,1.8
00335700,Point Park University,Pittsburgh,PA,15222-1912,08/31/2019,N/A,Non-Profit,3.0
04252300,Premier Barber Institute,Norristown,PA,19401-5163,12/31/2019,N/A,Proprietary,1.6
04124600,Professional Academy of Cosmetology,Norristown,PA,19401-0000,12/31/2019,N/A,Proprietary,1.5
02273400,Reconstructionist Rabbinical College,Wyncote,PA,19095-1898,08/31/2019,N/A,Non-Profit,2.6
00335800,Reformed Presbyterian Theological Seminary,Pittsburgh,PA,15208-2594,12/31/2019,N/A,Non-Profit,2.3
01321400,Roxborough Memorial Hospital,Philadelphia,PA,19128-1737,12/31/2019,N/A,Proprietary,-0.1
00336600,Saint Francis University,Loretto,PA,15940-0600,06/30/2020,N/A,Non-Profit,2.6
00336800,Saint Vincent College & Seminary,Latrobe,PA,15650-2690,06/30/2020,N/A,Non-Profit,3.0
00895500,Salon Professional Academy (The),Altoona,PA,16601-2419,12/31/2019,N/A,Proprietary,1.5
00657800,Sharon Regional School of Nursing,Sharon,PA,16146-3395,12/31/2019,N/A,Proprietary,1.0
01292900,South Hills Beauty Academy,Pittsburgh,PA,15216-2335,12/31/2019,N/A,Proprietary,3.0
01326300,South Hills School of Business & Technology,State College,PA,16801-4516,12/31/2019,N/A,Proprietary,1.8
00336900,Susquehanna University,Selinsgrove,PA,17870-1001,06/30/2020,N/A,Non-Profit,3.0
01252300,Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131-1296,07/31/2019,N/A,Non-Profit,3.0
00783900,Triangle Tech,Pittsburgh,PA,15214-3897,09/30/2019,"Triangle Tech, Inc. and Affiliate",Proprietary,1.8
02129000,Triangle Tech,Greensburg,PA,15601-3304,09/30/2019,"Triangle Tech, Inc. and Affiliate",Proprietary,1.8
02174400,Triangle Tech,Falls Creek,PA,15840-9544,09/30/2019,"Triangle Tech, Inc. and Affiliate",Proprietary,1.8
00337800,University of Pennsylvania,Philadelphia,PA,19104-6216,06/30/2020,N/A,Non-Profit,2.6
00338400,University of Scranton,Scranton,PA,18510-4622,05/31/2020,N/A,Non-Profit,2.5
00335000,University of the Arts (The),Philadelphia,PA,19102-9493,06/30/2020,N/A,Non-Profit,1.7
00335300,University of the Sciences in Philadelphia,Philadelphia,PA,19104-4495,06/30/2020,N/A,Non-Profit,2.2
00820000,UPMC Jameson School of Nursing,New Castle,PA,16105-2595,12/31/2019,UPMC Health Systems,Non-Profit,2.8
00489900,UPMC Mercy School of Nursing,Pittsburgh,PA,15219-5166,12/31/2019,UPMC Health Systems,Non-Profit,2.8
00657700,UPMC Shadyside,Pittsburgh,PA,15232-1381,12/31/2019,UPMC Health Systems,Non-Profit,2.8
00655100,UPMC St. Margaret School of Nursing,Pittsburgh,PA,15238-3205,12/31/2019,UPMC Health Systems,Non-Profit,2.8
02061000,Venus Beauty Academy,Sharon Hill,PA,19079-1501,06/30/2020,N/A,Proprietary,1.6
00856800,Vet Tech Institute,Pittsburgh,PA,15222-3400,06/30/2020,"Bradford School, Inc.",Proprietary,3.0
02192800,Walnut Hill College,Philadelphia,PA,19104-3596,12/31/2019,N/A,Proprietary,0.3
01162200,Welder Training & Testing Institute,Allentown,PA,18109-3253,06/30/2020,N/A,Proprietary,2.8
00658300,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,15224-1790,12/31/2019,Highmark Health,Non-Profit,3.0
00339200,Westminster College,New Wilmington,PA,16172-0002,06/30/2020,N/A,Non-Profit,1.9
00339400,Wilkes University,Wilkes-Barre,PA,18766-0998,05/31/2020,N/A,Non-Profit,2.6
04123800,Williamson College of the Trades,Media,PA,19063-5299,06/30/2020,N/A,Non-Profit,3.0
00339600,Wilson College,Chambersburg,PA,17201-1285,06/30/2020,N/A,Non-Profit,3.0
03122500,Academia Serrant,Ponce,PR,00717-1250,12/31/2019,N/A,Proprietary,2.2
01194100,American University of Puerto Rico,Bayamon,PR,00960-2037,06/30/2020,N/A,Non-Profit,1.5
02234900,Antilles College of Health,Santurce,PR,00909-3006,06/30/2020,N/A,Proprietary,2.8
02297700,Automeca Technical College,Bayamon,PR,00957-0000,06/30/2020,N/A,Proprietary,1.6
03785300,Cambridge Technical Institute,San Juan,PR,00926-0000,12/31/2019,N/A,Proprietary,2.7
04266800,Caribbean Aviation Training Institute,Carolina,PR,00979-0000,08/31/2019,N/A,Proprietary,2.5
03608300,Caribbean Forensic & Technical College,San Juan,PR,00907-0000,12/31/2019,N/A,Proprietary,1.5
03336300,Century College,San Juan,PR,00918-4018,06/30/2020,N/A,Proprietary,2.1
03735400,"Charlie's Guard, Detective Bureau, and Academy",Aguadilla,PR,00603-0000,12/31/2019,N/A,Proprietary,2.3
03157600,"Colegio de Cinematografia, Artes y Television",Bayamon,PR,00961-6345,12/31/2019,N/A,Proprietary,3.0
02552300,Colegio Mayor de Tecnologia,Arroyo,PR,00714-2615,06/30/2020,N/A,Proprietary,2.9
03800300,Colegio Tecnico de Electricidad Galloza,Aguada,PR,00602-9818,12/31/2019,N/A,Proprietary,3.0
03070500,D'Mart Institute,Barranquitas,PR,00794-3517,12/31/2019,N/A,Proprietary,2.1
02570400,Educational Technical College (EDUTEC),Bayamon,PR,00967-0000,08/31/2019,N/A,Proprietary,1.7
03075600,Emma's Beauty Academy,Juana Diaz,PR,00795-0000,12/31/2019,N/A,Proprietary,1.7
03106900,Escuela de Peritos Electricistas de Isabela,Isabela,PR,00662-0457,12/31/2019,N/A,Proprietary,1.8
02576100,Escuela Tecnica De Electricidad,Ponce,PR,00730-4875,06/30/2020,N/A,Proprietary,1.5
02260800,Huertas College,Caguas,PR,00726-0000,05/31/2020,N/A,Proprietary,1.8
02340600,Humacao Community College,Humacao,PR,00791-4138,06/30/2020,N/A,Non-Profit,3.0
03781400,Industrial Technical College,Humacao,PR,00791-8480,12/31/2019,N/A,Proprietary,3.0
01194000,Instituto Comercial de Puerto Rico Junior College,San Juan,PR,00919-0304,12/31/2019,N/A,Proprietary,2.7
04117200,Instituto Educativo Premier,Ponce,PR,00730-0000,06/30/2020,N/A,Proprietary,2.7
00393900,Inter American University of Puerto Rico - Aguadilla Campus,Aguadilla,PR,00605-2000,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
00502600,Inter American University of Puerto Rico - Arecibo Campus,Arecibo,PR,00614-4050,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
00502700,Inter American University of Puerto Rico - Barranquitas Campus,Barranquitas,PR,00794-0517,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
00502800,Inter American University of Puerto Rico - Bayamon Campus,Bayamon,PR,00957-6257,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
02282800,Inter American University of Puerto Rico - Fajardo Campus,Fajardo,PR,00738-7003,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
02282700,Inter American University of Puerto Rico - Guayama Campus,Guayama,PR,00785-4004,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
00394000,Inter American University of Puerto Rico - Metropolitan Campus,San Juan,PR,00919-1293,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
00502900,Inter American University of Puerto Rico - Ponce Campus,Ponce,PR,00715-1612,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
04254200,Inter American University of Puerto Rico - San German Campus,San German,PR,00683-9801,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
04250900,Inter American University of Puerto Rico - School of Law,Hato Rey,PR,00936-8351,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
04251000,Inter American University of Puerto Rico - School of Optometry,Bayamon,PR,00957-6257,06/30/2020,"Inter American Universities, Puerto Rico",Non-Profit,3.0
03469300,Ivaem College,Caguas,PR,00725-0000,06/30/2020,N/A,Proprietary,3.0
02195800,Liceo De Arte y Tecnologoa,San Juan,PR,00918-3429,06/30/2020,N/A,Proprietary,3.0
03025900,"Liceo de Arte, Disenos y Comercio",Caguas,PR,00725-3503,12/31/2019,N/A,Proprietary,2.9
03025500,Mech Tech College,Caguas,PR,00725-6118,12/31/2019,N/A,Proprietary,1.8
02195400,Modern Hairstyling Institute,Bayamon,PR,00961-0000,02/28/2020,"Modern Hairstyling Institute, Inc.",Proprietary,2.8
02195500,Modern Hairstyling Institute,Arecibo,PR,00612-0000,02/28/2020,"Modern Hairstyling Institute, Inc.",Proprietary,2.8
02195900,Modern Hairstyling Institute,Carolina,PR,00985-0000,02/28/2020,"Modern Hairstyling Institute, Inc.",Proprietary,2.8
04267000,Neo-Esthetique European Institute,San Juan,PR,00926-0000,12/31/2019,N/A,Proprietary,1.5
03124200,Nova College of Puerto Rico,Bayamon,PR,00960-4016,12/31/2019,N/A,Proprietary,1.0
02260600,NUC University,Bayamon,PR,00960-2036,10/31/2019,N/A,Proprietary,2.1
02482400,Ponce Health Sciences University,Ponce,PR,00716-2347,06/30/2020,N/A,Proprietary,2.5
04240900,PPG Technical College,Caguas,PR,00726-3164,12/31/2019,N/A,Proprietary,2.5
04278900,Puerto Rico School of Nurse Anesthetists (The),San Juan,PR,00918-0000,12/31/2019,N/A,Proprietary,3.0
03068400,Quality Technical & Beauty College,Bayamon,PR,00961-6312,12/31/2019,N/A,Proprietary,2.5
03638300,Rosslyn Training Academy of Cosmetology,Aguada,PR,00602-3225,12/31/2019,N/A,Proprietary,1.8
02335500,Theological University of the Caribbean,"St Just,Trujillo Alto",PR,00978-0901,07/31/2019,N/A,Non-Profit,2.2
03115900,Trinity College of Puerto Rico,Ponce,PR,00716-1111,06/30/2020,N/A,Non-Profit,2.6
03029700,Universal Technology College  of  Puerto Rico,"Aguadilla, PR",PR,00603-1955,09/30/2019,N/A,Non-Profit,2.2
00394100,Universidad Ana G. Mendez - Carolina Campus,Carolina,PR,00983-2010,07/31/2019,"Sistema Universitario Ana G. Mendez, Inc.",Non-Profit,2.3
02587500,Universidad Ana G. Mendez - Cupey Campus,Cupey,PR,00926-2602,07/31/2019,"Sistema Universitario Ana G. Mendez, Inc.",Non-Profit,2.3
01171900,Universidad Ana G. Mendez - Gurabo Campus,Gurabo,PR,00778-0000,07/31/2019,"Sistema Universitario Ana G. Mendez, Inc.",Non-Profit,2.3
02163300,Universidad Central del Caribe,Bayamon,PR,00960-6032,06/30/2020,N/A,Non-Profit,3.0
02100000,Universidad Politecnica de Puerto Rico,San Juan,PR,00918-5955,07/31/2019,N/A,Non-Profit,3.0
00340100,Brown University,Providence,RI,02912-9127,06/30/2020,N/A,Non-Profit,2.8
00340200,Bryant University,Smithfield,RI,02917-1284,06/30/2020,N/A,Non-Profit,2.5
00340400,Johnson & Wales University,Providence,RI,02903-3703,06/30/2020,N/A,Non-Profit,2.2
02584400,New England Tractor Trailer Training School of Massachusetts,Pawtucket,RI,02860-1752,12/31/2019,N/A,Proprietary,1.9
00340600,Providence College,Providence,RI,02918-0001,06/30/2020,N/A,Non-Profit,3.0
00341000,Roger Williams University,Bristol,RI,02809-2921,06/30/2020,N/A,Non-Profit,2.0
00341100,Salve Regina College,Newport,RI,02840-4192,06/30/2020,N/A,Non-Profit,2.5
04141200,Toni & Guy Hairdressing Academy,Cranston,RI,02920-0000,12/31/2019,N/A,Proprietary,2.9
02552400,Academy of Hair Technology,Greenville,SC,29615-2363,06/30/2020,N/A,Proprietary,2.5
04158100,Aiken School of Cosmetology and Barbering,Aiken,SC,29801-4554,12/31/2019,N/A,Proprietary,2.7
00341700,Allen University,Columbia,SC,29204-1085,06/30/2020,N/A,Non-Profit,2.9
00341800,Anderson University,Anderson,SC,29621-4035,05/31/2020,N/A,Non-Profit,3.0
04222000,Arclabs,Piedmont,SC,29673-6729,12/31/2019,N/A,Proprietary,3.0
04243500,Barber Tech Academy,Orangeburg,SC,29115-6069,12/31/2019,N/A,Proprietary,1.6
00342000,Benedict College,Columbia,SC,29204-1086,06/30/2020,N/A,Non-Profit,2.5
02356600,Charleston Cosmetology Institute,Charleston,SC,29420-7319,12/31/2019,N/A,Proprietary,3.0
04096300,Charleston School of Law,Charleston,SC,29402-0535,12/31/2019,N/A,Proprietary,3.0
00341900,Charleston Southern University,Charleston,SC,29406-2160,05/31/2020,N/A,Non-Profit,2.2
00342400,Claflin University,Orangeburg,SC,29115-4498,06/30/2020,N/A,Non-Profit,1.8
04244100,Construction Training Center,Columbia,SC,29209-2110,12/31/2019,N/A,Proprietary,2.5
00343100,Converse University,Spartanburg,SC,29302-1931,06/30/2020,N/A,Non-Profit,1.8
00343400,Furman University,Greenville,SC,29613-5253,06/30/2020,N/A,Non-Profit,2.2
04255600,International Diving Institute,North Charleston,SC,29405-2206,12/31/2019,N/A,Proprietary,-1.0
03746300,LeGrand Institute of Cosmetology,Camden,SC,29020-0000,12/31/2019,N/A,Proprietary,3.0
00344100,North Greenville University,Tigerville,SC,29688-1892,05/31/2020,N/A,Non-Profit,3.0
04192600,Palmetto Beauty School,Spartanburg,SC,29307-1424,12/31/2019,N/A,Proprietary,1.5
00344500,Presbyterian College,Clinton,SC,29325-2503,06/30/2020,N/A,Non-Profit,2.2
02063700,Sherman College of Straight Chiropractic,Spartanburg,SC,29316-7251,12/31/2019,N/A,Non-Profit,3.0
04273900,Southeastern Esthetics Institute,Columbia,SC,29201-0000,12/31/2019,N/A,Proprietary,2.1
00342200,Southern Wesleyan University,Central,SC,29630-1020,06/30/2020,N/A,Non-Profit,2.7
00344700,Spartanburg Methodist College,Spartanburg,SC,29301-5899,06/30/2020,N/A,Non-Profit,2.6
03293300,Strand College of Hair Design,Myrtle Beach,SC,29572-4310,12/31/2019,N/A,Proprietary,1.6
04228600,Top of the Line Barber College,Charleston,SC,29407-2228,12/31/2019,N/A,Proprietary,1.6
00345500,Voorhees College,Denmark,SC,29042-0000,06/30/2020,N/A,Non-Profit,2.7
04281500,Vski Cosmetology School,Charleston,SC,29407-4610,12/31/2019,N/A,Proprietary,2.9
00345700,Wofford College,Spartanburg,SC,29303-3663,06/30/2020,N/A,Non-Profit,2.3
00345800,Augustana University,Sioux Falls,SD,57197-0001,07/31/2019,N/A,Non-Profit,2.4
00346100,Dakota Wesleyan University,Mitchell,SD,57301-4398,05/31/2020,N/A,Non-Profit,1.9
02297800,Paul Mitchell the School Rapid City,Rapid City,SD,57701-2733,12/31/2019,N/A,Proprietary,2.2
02137100,Salon Professional Academy (The),Rapid City,SD,57701-1745,12/31/2019,N/A,Proprietary,2.7
01147700,Sanford Medical Center,Sioux Falls,SD,57117-5039,12/31/2019,N/A,Non-Profit,3.0
01013800,Stewart School,Sioux Falls,SD,57104-0000,12/31/2019,N/A,Proprietary,3.0
04253100,Allied Health Careers Institute,Murfreesboro,TN,37130-5996,12/31/2019,N/A,Proprietary,2.8
01046000,American Baptist Theological Seminary,Nashville,TN,37207-4994,06/30/2020,N/A,Non-Profit,2.2
02257400,Arnold's Beauty School,Milan,TN,38358-2713,12/31/2019,N/A,Proprietary,3.0
03440300,Baptist Memorial College of Health Sciences,Memphis,TN,38104-3104,09/30/2019,N/A,Non-Profit,2.6
00348000,Bethel University,McKenzie,TN,38201-1705,07/31/2019,N/A,Non-Profit,2.5
03008800,Brillare Beauty Institute,Cleveland,TN,37312-3939,12/31/2019,N/A,Non-Profit,1.0
03841300,Career Beauty College,Lawrenceburg,TN,38464-3634,12/31/2019,N/A,Proprietary,2.2
00348100,Carson - Newman University,Jefferson City,TN,37760-2204,07/31/2019,N/A,Non-Profit,1.4
02204200,"Chattanooga College - Medical, Dental and Technical Careers",Chattanooga,TN,37415-6906,12/31/2019,N/A,Proprietary,2.6
02157100,Concorde Career College,Memphis,TN,38137-0132,12/31/2019,"Concorde Career Colleges, Inc.",Proprietary,1.6
04246300,EduMed Partners,Goodlettsville,TN,37072-2329,12/31/2019,N/A,Proprietary,2.7
04124100,Elite College of Cosmetology,Lexington,TN,38351-1431,12/31/2019,N/A,Proprietary,2.0
00349000,Fisk University,Nashville,TN,37208-3045,06/30/2020,N/A,Non-Profit,3.0
04203600,Franklin Hair Academy School of Cosmetology,Franklin,TN,37064-2126,12/31/2019,N/A,Proprietary,1.8
00349200,Freed-Hardeman University,Henderson,TN,38340-2399,05/31/2020,N/A,Non-Profit,2.2
00865500,Genesis Career College,Cookeville,TN,38501-1959,12/31/2019,"Genesis Career Group, Inc. and Subsidiary",Proprietary,1.6
03061100,Genesis Career College,Lebanon,TN,37087-2718,12/31/2019,"Genesis Career Group, Inc. and Subsidiary",Proprietary,1.6
04238600,Gould's Academy,Memphis,TN,38119-5317,12/31/2019,N/A,Proprietary,0.7
04244800,Huntington University of Health Sciences,Knoxville,TN,37918-8230,12/31/2019,N/A,Proprietary,2.3
02275000,Jenny Lea Academy of Cosmetology,Johnson City,TN,37601-4626,12/31/2019,"Jenny Lea Academy of Cosmetology, Inc.",Proprietary,2.8
00885900,John A. Gupton College,Nashville,TN,37203-2934,12/31/2019,N/A,Non-Profit,3.0
00349500,Johnson University,Knoxville,TN,37998-9775,06/30/2020,N/A,Non-Profit,2.2
00350000,Lee University,Cleveland,TN,37311-4475,06/30/2020,N/A,Non-Profit,2.3
00348600,Lipscomb University,Nashville,TN,37204-3951,05/31/2020,N/A,Non-Profit,2.0
04157200,Love Beauty School,Manchester,TN,37355-2950,12/31/2019,N/A,Proprietary,1.9
00350400,Martin Methodist College,Pulaski,TN,38478-2799,06/30/2020,N/A,Non-Profit,2.4
00350500,Maryville College,Maryville,TN,37804-5907,05/31/2020,N/A,Non-Profit,2.7
04246500,Massage Institute of Memphis (The),Memphis,TN,38104-4138,12/31/2019,N/A,Proprietary,0.2
04258900,Master's Barber & Styling College,Old Hickory,TN,37138-4676,12/31/2019,N/A,Proprietary,1.8
00350600,Meharry Medical College,Nashville,TN,37208-3599,06/30/2020,N/A,Non-Profit,2.6
01052900,Memphis Theological Seminary,Memphis,TN,38104-4395,07/31/2019,N/A,Non-Profit,3.0
04165000,Meridian Institute of Surgical Assisting,Nashville,TN,37218-0000,12/31/2019,N/A,Proprietary,2.2
00778300,Middle Tennessee School of Anesthesia,Madison,TN,37115-0417,12/31/2019,N/A,Non-Profit,3.0
02306800,Miller-Motte College,Chattanooga,TN,37421-2569,12/31/2019,"Ancora Immediate Holding, LLC",Proprietary,1.7
00351100,Milligan University,Milligan,TN,37682-4001,05/31/2020,N/A,Non-Profit,2.5
04223900,Mind Body Institute,Madison,TN,37115-2120,06/30/2020,N/A,Proprietary,1.0
02278700,Mister Wayne's School of Unisex Hair Design,Cookeville,TN,38501-3139,12/31/2019,N/A,Proprietary,2.9
04246100,Nashville Film Institute,Nashville,TN,37210-4225,12/31/2019,N/A,Proprietary,2.5
03079100,North Central Institute,Clarksville,TN,37042-3116,12/31/2019,N/A,Proprietary,2.4
02578200,Nossi College of Art,Nashville,TN,37115-5138,06/30/2020,N/A,Proprietary,2.4
03253300,Paul Mitchell the School Memphis,Memphis,TN,38111-4067,12/31/2019,N/A,Proprietary,1.7
02153100,Paul Mitchell the School Murfreesboro,Murfreesboro,TN,37129-3382,12/31/2019,N/A,Proprietary,1.4
02539800,Queen City College,Clarksville,TN,37042-3545,06/30/2020,N/A,Proprietary,2.9
04213800,Salon Professional Academy (The),Nashville,TN,37214-2163,12/31/2019,N/A,Proprietary,3.0
04236400,Sandra Academy of Salon Services,New Tazewell,TN,37825-7239,10/31/2019,N/A,Proprietary,2.3
00493800,South College,Knoxville,TN,37909-3323,09/30/2019,N/A,Proprietary,2.1
00956700,Tennessee School of Beauty,Knoxville,TN,37921-3303,12/31/2019,N/A,Proprietary,2.8
00352600,Trevecca Nazarene University,Nashville,TN,37210-2877,06/30/2020,N/A,Non-Profit,3.0
00352700,Tusculum University,Greeneville,TN,37743-0001,06/30/2020,N/A,Non-Profit,1.9
00352800,Union University,Jackson,TN,38305-3697,07/31/2019,N/A,Non-Profit,1.6
00353400,University of the South (The),Sewanee,TN,37383-1000,06/30/2020,N/A,Non-Profit,2.9
04215200,Vibe Barber College,Memphis,TN,38107-2538,12/31/2019,N/A,Proprietary,2.5
03001800,Welch College,Gallain,TN,37066-8460,05/31/2020,N/A,Non-Profit,1.6
04168800,ABC Beauty Academy,Richardson,TX,75081-8682,12/31/2019,N/A,Proprietary,-0.8
00353700,Abilene Christian University,Abilene,TX,79699-3701,05/31/2020,N/A,Non-Profit,3.0
03276300,Academy of Hair Design,Lufkin,TX,75901-4900,12/31/2019,N/A,Proprietary,1.8
03412300,Advanced Barber College & Hair Design,Weslaco,TX,78596-0000,12/31/2019,N/A,Proprietary,3.0
04155800,Advanced Beauty College,Irving,TX,75038-5706,12/31/2019,N/A,Proprietary,1.6
04231900,Alamo City Barber College,San Antonio,TX,78250-3227,12/31/2019,N/A,Proprietary,2.8
02259400,Amberton University,Garland,TX,75041-5511,05/31/2020,N/A,Non-Profit,2.6
03153300,American College of Acupuncture & Oriental Medicine,Houston,TX,77063-4104,08/31/2019,N/A,Proprietary,2.9
04265400,Ann Webb Skin Institute,Austin,TX,78759-3936,12/31/2019,N/A,Proprietary,2.5
03156400,AOMA Graduate School of Integrative Medicine,Austin,TX,78745-1479,12/31/2019,N/A,Proprietary,2.3
02521200,Arlington Career Institute,Grand Prairie,TX,75050-2636,12/31/2019,N/A,Proprietary,2.1
02117100,Art Institute of Houston (The),Houston,TX,77027-7311,12/31/2019,Education Principle Foundation,Proprietary,1.7
04152700,Astrodome Career Centers,Houston,TX,77054-2678,12/31/2019,N/A,Proprietary,3.0
03727600,Auguste Escoffier School of Culinary Arts,Austin,TX,78752-0000,12/31/2019,"Triumph Higher Education Group, LLC and Subsidiaries",Proprietary,1.6
04282500,Austin Career Institute,Austin,TX,78757-7066,12/31/2019,N/A,Proprietary,3.0
00354300,Austin College,Sherman,TX,75090-4440,06/30/2020,N/A,Non-Profit,3.0
02362800,Austin Graduate School of Theology,Austin,TX,78752-1333,07/31/2019,N/A,Non-Profit,2.2
04142300,Aveda Arts & Sciences Institute Corpus Christi,Corpus Christi,TX,78404-3027,06/30/2020,"Beauty Basics, Inc.",Proprietary,2.7
04160700,Avenue Five Institute,Austin,TX,78757-7000,12/31/2019,N/A,Proprietary,1.7
03573300,Aviation Institute of Maintenance,Irving,TX,75062-6303,12/31/2019,"Employment Services, Inc.",Proprietary,3.0
04146700,Aviation Institute of Maintenance,Houston,TX,77061-4004,12/31/2019,"Employment Services, Inc.",Proprietary,3.0
01226800,Baldwin Beauty Schools,Austin,TX,78704-4785,12/31/2019,N/A,Proprietary,2.8
00660600,Baptist Health System School of Health Professions,San Antonio,TX,78229-3234,12/31/2019,N/A,Proprietary,2.9
04229000,Barber Institute of Texas,Longview,TX,75602-3456,12/31/2019,N/A,Proprietary,3.0
00494900,Baylor College of Medicine,Houston,TX,77030-3498,06/30/2020,N/A,Non-Profit,1.8
00354500,Baylor University,Waco,TX,76798-0011,05/31/2020,N/A,Non-Profit,2.8
04235900,Bella Cosmetology and Barber College,Greenville,TX,75402-0000,12/31/2019,N/A,Proprietary,3.0
04177900,Buckner Barber School,Dallas,TX,75217-1775,12/31/2019,N/A,Proprietary,1.7
04280300,Careers Institute of America,Dallas,TX,75244-4310,08/31/2019,N/A,Proprietary,1.9
04089400,CCI Training Center,Arlington,TX,76011-4857,12/31/2019,N/A,Proprietary,2.7
02604700,Center for Advanced Legal Studies,Houston,TX,77042-1912,12/31/2019,N/A,Proprietary,2.8
04117900,Champion Beauty College,Houston,TX,77068-3569,12/31/2019,N/A,Proprietary,1.8
