OPE ID,Institution Name,City,State ,Zip Code,Institution Type,Institution Fiscal Year,Composite Score for Institution Fiscal Year Ending 7/01/2014 and 6/30/2015,,,,
00258600,Rivier University,Nashua,NH,03060-5086,Non Profit,06/30/2015,3.0,,,,
00258700,Saint Anselm College,Manchester,NH,03102-1310,Non Profit,06/30/2015,2.6,,,,
00864500,Empire Beauty School,Laconia,NH,03220-3450,Proprietary,12/31/2014,2.1,,,,
01318900,Continental Academie of Hair Design,Hudson,NH,03051-3754,Proprietary,07/31/2014,2.8,,,,
02140400,St. Joseph School of Nursing,Nashua,NH,03060-4161,Non Profit,12/31/2014,2.6,,,,
02174800,Michael's School of Hair Design & Esthetics,Bedford,NH,03110-0000,Proprietary,03/31/2015,2.0,,,,
02211600,Paul Mitchell The School Portsmouth,Portsmouth,NH,03801-4084,Proprietary,04/30/2015,1.6,,,,
02223300,Northeast Catholic College,Warner,NH,03278-4012,Non Profit,06/30/2015,-0.6,,,,
02245400,Keene Beauty Academy,Keene,NH,03431-1513,Proprietary,12/31/2014,1.0,,,,
02247000,New England School of Hair Design,West Lebanon,NH,03784-2003,Proprietary,07/31/2014,2.5,,,,
03437300,Upper Valley Educators Institute,Lebanon,NH,03766-1358,Non Profit,06/30/2015,2.5,,,,
03729300,New Hampshire Institute for Therapeutic Arts,Hudson,NH,03051-4906,Proprietary,12/31/2014,2.9,,,,
04162200,Laird Institute of Spa Therapy,Manchester,NH,03102-5263,Proprietary,12/31/2014,1.0,,,,
01246100,Lincoln Technical Institute,Iselin,NJ,08830-1636,Proprietary,12/31/2014,1.3,,,,
00259700,Bloomfield College,Bloomfield,NJ,07003-3425,Non Profit,06/30/2015,3.0,,,,
00259800,Caldwell University,Caldwell,NJ,07006-6195,Non Profit,06/30/2015,1.5,,,,
00259900,Centenary College,Hackettstown,NJ,07840-2184,Non Profit,06/30/2015,2.5,,,,
00260000,College of Saint Elizabeth,Morristown,NJ,07960-6989,Non Profit,06/30/2015,2.6,,,,
00260300,Drew University,Madison,NJ,07940-4063,Non Profit,06/30/2015,2.2,,,,
00260700,Fairleigh Dickinson University,Teaneck,NJ,07666-1996,Non Profit,06/30/2015,3.0,,,,
00260800,Georgian Court University,Lakewood,NJ,08701-2697,Non Profit,06/30/2015,2.3,,,,
00261000,Felician University,Lodi,NJ,07644-2198,Non Profit,06/30/2015,2.6,,,,
00261600,Monmouth University,West Long Branch,NJ,07764-1898,Non Profit,06/30/2015,3.0,,,,
00261900,New Brunswick Theological Seminary,New Brunswick,NJ,08901-1196,Non Profit,06/30/2015,2.2,,,,
00262600,Princeton Theological Seminary,Princeton,NJ,08540-0803,Non Profit,06/30/2015,3.0,,,,
00262700,Princeton University,Princeton,NJ,08544-0001,Non Profit,06/30/2015,3.0,,,,
00262800,Rider University,Lawrenceville,NJ,08648-3099,Non Profit,06/30/2015,2.9,,,,
00263200,Seton Hall University,South Orange,NJ,07079-2697,Non Profit,06/30/2015,2.6,,,,
00263800,Saint Peter's University,Jersey City,NJ,07306-5997,Non Profit,06/30/2015,1.6,,,,
00263900,Stevens Institute of Technology,Hoboken,NJ,07030-5370,Non Profit,06/30/2015,3.0,,,,
00545200,Teterboro School of Aeronautics,Teterboro,NJ,07608-1083,Proprietary,06/30/2015,2.5,,,,
00641700,Holy Name Medical Center School of Nursing,Teaneck,NJ,07666-4254,Non Profit,12/31/2014,2.9,,,,
00642000,Montclair Hospital LLC,Montclair,NJ,07042-4898,Proprietary,12/31/2014,0.2,,,,
00642100,JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder Schools,Plainfield,NJ,07061-3399,Non Profit,12/31/2014,0.5,,,,
00642900,St Francis Medical Center,Trenton,NJ,08629-1986,Non Profit,06/30/2015,2.6,,,,
00750200,Berkeley College,Woodland Park,NJ,07424-3367,Proprietary,06/30/2015,2.7,,,,
00759300,Parisian Beauty Academy,Hackensack,NJ,07601-5509,Proprietary,06/30/2015,2.9,,,,
00794700,Beth Medrash Govoha of America,Lakewood,NJ,08701-2754,Non Profit,03/31/2015,3.0,,,,
00849400,Ho Ho Kus Schl of Trade & Tech Sciences,Paterson,NJ,07513-1402,Proprietary,12/31/2014,3.0,,,,
00860900,Rabbinical College of America,Morristown,NJ,07960-3600,Non Profit,06/30/2015,2.8,,,,
00907800,Capri Institute of Hair Design,Clifton,NJ,07011-2111,Proprietary,06/30/2015,2.4,,,,
01062900,PB Cosmetology Education Centre,Gloucester City,NJ,08030-1750,Proprietary,12/31/2014,2.2,,,,
01090300,Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,08043-4600,Proprietary,12/31/2014,1.7,,,,
01198900,Talmudical Academy,Adelphia,NJ,07710-0000,Non Profit,06/30/2015,3.0,,,,
01209000,Robert Fiance Beauty Schools,Perth Amboy,NJ,08861-4118,Proprietary,09/30/2014,2.3,,,,
01246200,Eastwick College - Hackensack Campus.,Hackensack,NJ,07601-7197,Proprietary,12/31/2014,3.0,,,,
02053700,Eastwick College,Ramsey,NJ,07446-2546,Proprietary,12/31/2014,3.0,,,,
02061800,Roman Academy of Beauty Culture,Hawthorne,NJ,07506-2516,Proprietary,08/31/2014,3.0,,,,
02092300,Eastwick College - Nutley Campus,Nutley,NJ,07110-9802,Proprietary,12/31/2014,2.8,,,,
02146800,Joe Kubert School of Cartoon & Graphic Art (The),Dover,NJ,07801-4054,Proprietary,06/30/2015,3.0,,,,
02154000,Divers Academy of the Eastern Seaboard,Erial,NJ,08081-1139,Proprietary,12/31/2014,3.0,,,,
02223700,Robert Fiance Beauty Schools,West New York,NJ,07093-4623,Proprietary,12/31/2014,1.7,,,,
02234600,Atlantic Beauty & Spa Academy,Egg Harbor Township,NJ,08234-2621,Proprietary,12/31/2014,2.9,,,,
02248600,Cooper Health System The - Center for Allied Health Education,Camden,NJ,08103-1489,Non Profit,12/31/2014,3.0,,,,
02525900,Artistic Academy of Hair Design,Morris Plains,NJ,07950-1409,Proprietary,06/30/2015,1.7,,,,
02528200,Robert Fiance Beauty Schools,North Plainfield,NJ,07060-4840,Proprietary,08/31/2014,3.0,,,,
03077500,Rabbi Jacob Joseph School,Edison,NJ,08817-4494,Non Profit,06/30/2015,3.0,,,,
03122600,Eastern International College,Jersey City,NJ,07306-3906,Proprietary,12/31/2014,2.8,,,,
03187300,StenoTech Career Institute,Piscataway,NJ,08854-3756,Proprietary,12/31/2014,1.7,,,,
03324300,Central Career School,South Plainfield,NJ,07080-2408,Proprietary,12/31/2014,1.5,,,,
03536300,Institute For Therapeutic Massage,Haskell,NJ,07420-1452,Proprietary,12/31/2014,0.1,,,,
03650600,PC Age,Jersey City,NJ,07306-3936,Proprietary,12/31/2014,2.7,,,,
03666300,Pillar College,Newark,NJ,07102-5511,Non Profit,06/30/2015,1.7,,,,
03803300,Healthcare Training Institute,Union,NJ,07083-3504,Proprietary,12/31/2014,1.6,,,,
03811300,Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,07003-0000,Proprietary,08/31/2014,2.6,,,,
04081300,Bais Medrash Toras Chesed,Lakewood,NJ,08701-0000,Non Profit,12/31/2014,3.0,,,,
04123400,Yeshivas Be'er Yitzchok,Elizabeth,NJ,07208-2380,Non Profit,07/31/2014,2.1,,,,
04125000,Gentle Healing School of Massage,Cranbury,NJ,08512-3600,Proprietary,12/31/2014,1.6,,,,
04131100,Yeshiva Toras Chaim,Lakewood,NJ,08701-2120,Non Profit,08/31/2014,3.0,,,,
04131200,Total Image Beauty Academy,union city,NJ,07087-2943,Proprietary,12/31/2014,3.0,,,,
04134100,Jersey College,Teterboro,NJ,07608-1104,Proprietary,06/30/2015,2.7,,,,
04136400,American Institute of Medical Sciences & Education,Piscataway,NJ,08854-3870,Proprietary,12/31/2014,2.0,,,,
04154500,Starting Points,Jersey City,NJ,07306-0001,Non Profit,06/30/2015,1.9,,,,
04154900,National Career Institute,East Orange,NJ,07018-2011,Proprietary,06/30/2015,1.7,,,,
04173100,Lab Paul Mitchell Partner School (The),Ewing,NJ,08628-2500,Proprietary,06/30/2015,1.7,,,,
04180300,Mesivta Keser Torah,Lakewood,NJ,08701-2758,Non Profit,06/30/2015,2.1,,,,
04181400,Best Care College,East Orange,NJ,07018-1703,Proprietary,12/31/2014,1.8,,,,
04183800,Impetus Systems & Careers,North Brunswick,NJ,08902-3312,Proprietary,12/31/2014,3.0,,,,
04184500,Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,07058-9589,Proprietary,04/30/2015,2.0,,,,
04188700,ASI Career Institute,Turnersville,NJ,08012-1043,Proprietary,12/31/2014,3.0,,,,
04192400,Yeshiva Gedolah Zichron Leyma,Union,NJ,07083-3618,Non Profit,06/30/2015,2.9,,,,
04207500,Medical Career Institute,Ocean,NJ,07712-7202,Proprietary,12/31/2014,3.0,,,,
04215600,American Institute of Pharmaceutical Technology,Hackensack,NJ,07601-9991,Proprietary,12/31/2014,3.0,,,,
04216000,Universal Training Institute,Perth Amboy,NJ,08861-4106,Proprietary,12/31/2014,2.5,,,,
04216100,Yeshiva Yesodei Hatorah,Lakewood,NJ,08701-4946,Non Profit,08/31/2014,2.6,,,,
04216500,Rizzieri Institute,Voorhees,NJ,08043-1911,Proprietary,12/31/2014,1.8,,,,
04218200,Paul Mitchell The School - Jersey Shore,Brick,NJ,08723-3413,Proprietary,12/31/2014,2.7,,,,
04218500,Salon Professional Academy The,South Plainfield,NJ,07080-0000,Proprietary,12/31/2014,2.7,,,,
04243300,Garden State Science and Technology Institute,Jersey City,NJ,07306-2714,Proprietary,12/31/2014,3.0,,,,
04251500,Beth Medrash of Asbury Park,Lakewood,NJ,08701-5842,Non Profit,08/31/2014,1.9,,,,
04252000,Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,08701-3623,Non Profit,08/31/2014,3.0,,,,
04257800,Mobile Technical Training,South Hackensack,NJ,07606-0000,Proprietary,12/31/2014,1.9,,,,
00209300,Saint John's College,Santa Fe,NM,87505-4599,Non Profit,06/30/2015,2.2,,,,
00265000,University of the Southwest,Hobbs,NM,88240-9129,Non Profit,05/31/2015,3.0,,,,
01063200,DeWolff Hairstyling and Cosmetology Institute,Albuquerque,NM,87112-4113,Proprietary,12/31/2014,2.9,,,,
01300500,Olympian Academy of Cosmetology,Alamogordo,NM,88310-5051,Proprietary,12/31/2014,1.9,,,,
02622000,Southwest Acupuncture College,Santa Fe,NM,87505-6353,Proprietary,12/31/2014,1.5,,,,
03076100,Southwestern College,Santa Fe,NM,87507-0000,Non Profit,08/31/2014,3.0,,,,
03430300,Universal Therapeutic Massage Institute,Albuquerque,NM,87107-4403,Proprietary,12/31/2014,1.6,,,,
03944300,Massage Therapy Training Institute,Las Cruces,NM,88005-2590,Proprietary,12/31/2014,2.3,,,,
04162400,TONI&GUY Hairdressing  Academy,Albuquerque,NM,87110-4404,Proprietary,12/31/2014,1.7,,,,
04174500,Aveda Institute of New Mexico (The),Albuquerque,NM,87104-1160,Proprietary,12/31/2014,1.2,,,,
04178500,Vogue College of Cosmetology,Santa Fe,NM,87505-7636,Proprietary,12/31/2014,1.8,,,,
00264900,Santa Fe University of Art and Design,Santa Fe,NM,87505-7634,Proprietary,12/31/2014,1.2,,,,
00919200,Sierra Nevada College,Incline Village,NV,89451-0000,Non Profit,06/30/2015,1.8,,,,
01323200,Academy of Hair Design,Las Vegas,NV,89146-1617,Proprietary,06/30/2015,2.1,,,,
02621500,Career College of Northern Nevada,Sparks,NV,89434-7905,Proprietary,12/31/2014,1.8,,,,
03787300,Expertise Cosmetology Institute,Las Vegas,NV,89106-2516,Non Profit,12/31/2014,3.0,,,,
03838500,Northwest Career College,Las Vegas,NV,89128-0255,Proprietary,12/31/2014,1.5,,,,
03975300,Institute of Professional Careers,Las Vegas,NV,89119-7825,Proprietary,12/31/2014,3.0,,,,
04065300,Roseman University of Health Sciences,Henderson,NV,89014-2333,Non Profit,06/30/2015,2.2,,,,
04144800,International Academy of Style,Reno,NV,89502-1559,Proprietary,12/31/2014,2.9,,,,
04147600,Aveda Institute Las Vegas,Las Vegas,NV,89119-6103,Proprietary,12/31/2014,2.6,,,,
04171000,Advanced Training Institute,Las Vegas,NV,89118-1519,Proprietary,12/31/2014,1.6,,,,
04186300,Paul Mitchell the School Las Vegas,Las Vegas,NV,89123-8014,Proprietary,06/30/2015,3.0,,,,
04203100,Paul Mitchell The School Reno,Reno,NV,89502-3356,Proprietary,12/31/2014,2.5,,,,
04226200,Healthcare Preparatory Institute,Las Vegas,NV,89130-2580,Proprietary,12/31/2014,0.0,,,,
04248800,Wongu University of Oriental Medicine,Las Vegas,NV,89123-2836,Non Profit,06/30/2015,2.2,,,,
00267800,Bryant & Stratton College,Buffalo,NY,14203-1713,Proprietary,12/31/2014,1.8,,,,
00266500,Vaughn College of Aeronautics and Technology,Flushing,NY,11369-9997,Non Profit,08/31/2014,2.9,,,,
00266600,Adelphi University,Garden City,NY,11530-4299,Non Profit,08/31/2014,3.0,,,,
00266700,Dowling College,Oakdale,NY,11769-1999,Non Profit,06/30/2015,0.6,,,,
00266800,Alfred University,Alfred,NY,14802-1205,Non Profit,06/30/2015,2.7,,,,
00266900,Bank Street College of Education,New York,NY,10025-1898,Non Profit,06/30/2015,2.5,,,,
00267100,Bard College,Annandale-on-Hudson,NY,12504-5000,Non Profit,06/30/2015,2.2,,,,
00267400,New York Theological Seminary,New York,NY,10115-0002,Non Profit,06/30/2015,1.3,,,,
00267700,Brooklyn Law School,Brooklyn,NY,11201-3798,Non Profit,06/30/2015,2.2,,,,
00268100,Canisius College,Buffalo,NY,14208-1098,Non Profit,05/31/2015,2.6,,,,
00268500,Cazenovia College,Cazenovia,NY,13035-1085,Non Profit,06/30/2015,2.6,,,,
00269900,Clarkson University,Potsdam,NY,13699-1403,Non Profit,06/30/2015,2.3,,,,
00270000,Colgate Rochester Crozer Divinity School,Rochester,NY,14620-2589,Non Profit,06/30/2015,2.2,,,,
00270100,Colgate University,Hamilton,NY,13346-1386,Non Profit,06/30/2015,2.8,,,,
00270300,College of Mount Saint Vincent,Riverdale,NY,10471-1093,Non Profit,06/30/2015,2.4,,,,
00270400,College of New Rochelle (The),New Rochelle,NY,10805-2339,Non Profit,06/30/2015,1.8,,,,
00270500,College of St Rose,Albany,NY,12203-1490,Non Profit,06/30/2015,2.3,,,,
00270700,Columbia University in the City of New York,New York,NY,10027-0000,Non Profit,06/30/2015,3.0,,,,
00270800,Barnard College,New York,NY,10027-6598,Non Profit,06/30/2015,2.5,,,,
00270900,Concordia College,Bronxville,NY,10708-1998,Non Profit,06/30/2015,1.9,,,,
00271000,Cooper Union for the Advancement of Science & Art (The),New York,NY,10003-7120,Non Profit,06/30/2015,2.2,,,,
00271100,Cornell University,Ithaca,NY,14853-2801,Non Profit,06/30/2015,2.5,,,,
00271200,D'Youville College,Buffalo,NY,14201-1084,Non Profit,05/31/2015,3.0,,,,
00271300,Dominican College of Blauvelt,Orangeburg,NY,10962-1210,Non Profit,06/30/2015,1.5,,,,
00271800,Elmira College,Elmira,NY,14901-2099,Non Profit,06/30/2015,2.0,,,,
00272200,Fordham University - Rose Hill Campus,Bronx,NY,10458-5157,Non Profit,06/30/2015,3.0,,,,
00272600,General Theological Seminary of the Episcopal Church (The),New York,NY,10011-2981,Non Profit,06/30/2015,2.2,,,,
00272800,Hamilton College,Clinton,NY,13323-1218,Non Profit,06/30/2015,3.0,,,,
00272900,Hartwick College,Oneonta,NY,13820-4020,Non Profit,06/30/2015,2.5,,,,
00273100,Hobart and William Smith Colleges,Geneva,NY,14456-3397,Non Profit,05/31/2015,2.6,,,,
00273200,Hofstra University,Hempstead,NY,11549-1010,Non Profit,08/31/2014,3.0,,,,
00273400,Houghton College,Houghton,NY,14744-0128,Non Profit,05/31/2015,3.0,,,,
00273500,Hilbert College,Hamburg,NY,14075-1597,Non Profit,05/31/2015,2.6,,,,
00273700,Iona College,New Rochelle,NY,10801-1890,Non Profit,06/30/2015,3.0,,,,
00273900,Ithaca College,Ithaca,NY,14850-7000,Non Profit,05/31/2015,3.0,,,,
00274200,Juilliard School (The),New York,NY,10023-6588,Non Profit,06/30/2015,2.2,,,,
00274400,Keuka College,Keuka Park,NY,14478-0000,Non Profit,06/30/2015,2.1,,,,
00274800,Le Moyne College,Syracuse,NY,13214-1399,Non Profit,05/31/2015,3.0,,,,
00274900,New York College of Podiatric Medicine,New York,NY,10035-1940,Non Profit,06/30/2015,2.3,,,,
00275100,Long Island University,Brookville,NY,11548-1326,Non Profit,08/31/2014,2.9,,,,
00275800,Manhattan College,Riverdale,NY,10471-4098,Non Profit,06/30/2015,3.0,,,,
00275900,Manhattan School of Music,New York,NY,10027-4689,Non Profit,06/30/2015,2.2,,,,
00276000,Manhattanville College,Purchase,NY,10577-2132,Non Profit,06/30/2015,2.9,,,,
00276300,Maria College,Albany,NY,12208-1798,Non Profit,06/30/2015,2.5,,,,
00276500,Marist College,Poughkeepsie,NY,12601-1387,Non Profit,06/30/2015,3.0,,,,
00276900,Marymount Manhattan College,New York,NY,10021-4597,Non Profit,06/30/2015,2.7,,,,
00277200,Mercy College,Dobbs Ferry,NY,10522-1189,Non Profit,06/30/2015,3.0,,,,
00277500,Molloy College,Rockville Centre,NY,11570-1100,Non Profit,06/30/2015,2.9,,,,
00277700,Medaille College,Buffalo,NY,14214-2695,Non Profit,06/30/2015,2.2,,,,
00277800,Mount Saint Mary College,Newburgh,NY,12550-3494,Non Profit,06/30/2015,2.5,,,,
00277900,Nazareth College of Rochester,Rochester,NY,14618-3790,Non Profit,06/30/2015,3.0,,,,
00278200,New York Institute of Technology,Old Westbury,NY,11568-8000,Non Profit,08/31/2014,2.8,,,,
00278300,New York Law School,New York,NY,10013-2960,Non Profit,06/30/2015,2.2,,,,
00278400,New York Medical College,Valhalla,NY,10595-1600,Non Profit,06/30/2015,2.2,,,,
00278500,New York University,New York,NY,10012-1091,Non Profit,08/31/2014,3.0,,,,
00278800,Niagara University,Niagara University,NY,14109-2010,Non Profit,05/31/2015,2.6,,,,
00279100,Pace University,New York,NY,10038-1598,Non Profit,06/30/2015,2.6,,,,
00279500,Paul Smith's College of Arts & Sciences,Paul Smiths,NY,12970-0000,Non Profit,06/30/2015,2.9,,,,
00279800,Pratt Institute,Brooklyn,NY,11205-3899,Non Profit,06/30/2015,3.0,,,,
00280500,Roberts Wesleyan College,Rochester,NY,14624-1997,Non Profit,06/30/2015,2.7,,,,
00280600,Rochester Institute of Technology,Rochester,NY,14623-5608,Non Profit,06/30/2015,3.0,,,,
00280800,Daemen College,Amherst,NY,14226-3592,Non Profit,05/31/2015,2.7,,,,
00281000,Sage Colleges,Troy,NY,12180-4199,Non Profit,06/30/2015,2.7,,,,
00281200,Trocaire College,Buffalo,NY,14220-2094,Non Profit,05/31/2015,3.0,,,,
00281300,Sarah Lawrence College,Bronxville,NY,10708-5999,Non Profit,05/31/2015,2.2,,,,
00281400,Skidmore College,Saratoga Springs,NY,12866-1632,Non Profit,05/31/2015,3.0,,,,
00281500,Saint Bernard's School of Theology and Ministry,Rochester,NY,14618-3822,Non Profit,05/31/2015,2.4,,,,
00281600,Siena College,Loudonville,NY,12211-1462,Non Profit,05/31/2015,2.4,,,,
00281700,St. Bonaventure University,St. Bonaventure,NY,14778-2284,Non Profit,05/31/2015,2.9,,,,
00282000,Saint Francis College,Brooklyn Heights,NY,11201-4398,Non Profit,06/30/2015,2.2,,,,
00282100,St John Fisher College,Rochester,NY,14618-3597,Non Profit,05/31/2015,3.0,,,,
00282200,Christ the King Seminary,East Aurora,NY,14052-0607,Non Profit,05/31/2015,2.2,,,,
00282300,Saint John's University,Jamaica,NY,11439-1343,Non Profit,05/31/2015,3.0,,,,
00282500,Saint Joseph's College,Brooklyn,NY,11205-3688,Non Profit,06/30/2015,1.9,,,,
00282900,St. Lawrence University,Canton,NY,13617-1455,Non Profit,06/30/2015,2.4,,,,
00283200,Saint Thomas Aquinas College,Sparkill,NY,10976-1050,Non Profit,06/30/2015,2.3,,,,
00283300,Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,10707-1699,Non Profit,06/30/2015,2.2,,,,
00283400,Excelsior College,Albany,NY,12203-5159,Non Profit,06/30/2015,2.6,,,,
00288200,Syracuse University,Syracuse,NY,13244-2130,Non Profit,06/30/2015,2.7,,,,
00288300,Utica College- Utica,Utica,NY,13502-4892,Non Profit,05/31/2015,1.9,,,,
00288500,Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,Non Profit,06/30/2015,3.0,,,,
00288600,Albany Law School of Union University,Albany,NY,12208-3494,Non Profit,06/30/2015,2.2,,,,
00288700,Albany Medical College,Albany,NY,12208-3479,Non Profit,12/31/2014,2.2,,,,
00288900,Union College,Schenectady,NY,12308-2311,Non Profit,06/30/2015,3.0,,,,
00289000,Union Theological Seminary,New York,NY,10027-5710,Non Profit,06/30/2015,2.2,,,,
00289400,University of Rochester,Rochester,NY,14627-9000,Non Profit,06/30/2015,2.6,,,,
00289500,Vassar College,Poughkeepsie,NY,12604-0008,Non Profit,06/30/2015,2.4,,,,
00289600,Villa Maria College of Buffalo,Buffalo,NY,14225-3999,Non Profit,06/30/2015,1.7,,,,
00289900,Wagner College,Staten Island,NY,10301-4495,Non Profit,08/31/2014,3.0,,,,
00290000,Webb Institute,Glen Cove,NY,11542-1398,Non Profit,06/30/2015,2.2,,,,
00290100,Wells College,Aurora,NY,13026-0500,Non Profit,06/30/2015,1.9,,,,
00290300,Yeshiva University,New York,NY,10033-3201,Non Profit,06/30/2015,2.2,,,,
00397400,Mesivtha Tifereth Jerusalem of America,New York,NY,10002-6382,Non Profit,08/31/2014,2.8,,,,
00397600,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,11230-4715,Non Profit,06/30/2015,2.9,,,,
00397800,Rabbinical Seminary of America,Flushing,NY,11367-3148,Non Profit,12/31/2014,2.7,,,,
00397900,"Teachers College, Columbia University",New York,NY,10027-6696,Non Profit,08/31/2014,3.0,,,,
00405400,Hebrew Union College - Jewish Institute of Religion,New York,NY,10012-1186,Non Profit,06/30/2015,2.5,,,,
00477600,Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,11230-2798,Non Profit,06/30/2015,2.6,,,,
00479800,Mirrer Yeshiva Central Institute,Brooklyn,NY,11223-2010,Non Profit,06/30/2015,3.0,,,,
00479900,Monroe College,Bronx,NY,10468-4305,Proprietary,08/31/2014,2.9,,,,
00520800,College of Westchester (The),White Plains,NY,10606-1231,Proprietary,12/31/2014,2.2,,,,
00643500,Arnot Ogden Medical Center - School of Radiologic Technology,Elmira,NY,14905-1676,Non Profit,12/31/2014,2.3,,,,
00643800,Phillips Beth Israel School of Nursing,New York,NY,10001-6354,Non Profit,12/31/2014,1.2,,,,
00644300,Cochran School of Nursing Saint John's Riverside Hosp,Yonkers,NY,10701-1399,Non Profit,12/31/2014,-1.0,,,,
00644500,Bill and Sandra Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,13210-1690,Non Profit,12/31/2014,0.0,,,,
00644800,Belanger School of Nursing,Schenectady,NY,12304-1009,Non Profit,12/31/2014,2.2,,,,
00646100,Saint Elizabeth Medical Center,Utica,NY,13501-2998,Non Profit,12/31/2014,-0.5,,,,
00646700,Saint Joseph's College of Nursing at St Joseph's Hospital Health Cente,Syracuse,NY,13203-1806,Non Profit,12/31/2014,1.8,,,,
00702600,Icahn School of Medicine at Mount Sinai,New York,NY,10029-6500,Non Profit,12/31/2014,2.5,,,,
00726400,Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,11218-5209,Non Profit,06/30/2015,3.0,,,,
00730400,Culinary Institute Of America,Hyde Park,NY,12538-1499,Non Profit,05/31/2015,3.0,,,,
00737200,Austin's School of Spa Technology,Albany,NY,12206-1513,Proprietary,12/31/2014,2.4,,,,
00737500,Island Drafting & Technical Institute,Amityville,NY,11701-2704,Proprietary,06/30/2015,2.6,,,,
00738700,Long Island Beauty School,Hauppauge,NY,11788-4346,Proprietary,12/31/2014,2.2,,,,
00738800,Long Island Beauty School,Hempstead,NY,11550-3704,Proprietary,06/30/2015,2.3,,,,
00739100,Beauty School of Middletown,Middletown,NY,10940-6574,Proprietary,12/31/2014,3.0,,,,
00739400,Berkeley College,New York,NY,10017-4604,Proprietary,06/30/2015,2.9,,,,
00740100,Mandl School,New York,NY,10019-5516,Proprietary,12/31/2014,2.8,,,,
00746500,American Academy of Dramatic Arts,New York,NY,10016-7089,Non Profit,08/31/2014,3.0,,,,
00746600,LIM College,New York,NY,10022-5268,Proprietary,06/30/2015,2.1,,,,
00746800,School of Visual Arts,New York,NY,10010-3994,Proprietary,06/30/2015,2.1,,,,
00751800,Apex Technical School,Long Island City,NY,11101-4602,Proprietary,06/30/2015,3.0,,,,
00752200,Continental School of Beauty Culture,Rochester,NY,14623-3231,Proprietary,12/31/2014,2.4,,,,
00757200,American Musical & Dramatic Academy,New York,NY,10023-2106,Non Profit,06/30/2015,1.4,,,,
00818900,Continental School of Beauty Culture - Buffalo,West Seneca,NY,14224-3402,Proprietary,12/31/2014,2.1,,,,
00849500,Jamestown Business College,Jamestown,NY,14702-0429,Proprietary,06/30/2015,3.0,,,,
00861400,Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,11219-3293,Non Profit,06/30/2015,2.4,,,,
00902900,Neighborhood Playhouse School of the Theatre (The),New York,NY,10022-5017,Non Profit,06/30/2015,3.0,,,,
00904300,Elmira Business Institute,Elmira,NY,14901-2731,Proprietary,12/31/2014,3.0,,,,
00907700,Utica School of Commerce,Utica,NY,13501-2280,Proprietary,06/30/2015,-1.0,,,,
00924800,Samaritan Hospital School of Nursing,Troy,NY,12180-2475,Non Profit,06/30/2015,2.7,,,,
00928300,Midway Paris Beauty School,Ridgewood,NY,11385-3453,Proprietary,12/31/2014,1.6,,,,
00928400,Brittany Beauty School -,Levittown,NY,11756-1345,Proprietary,11/30/2014,3.0,,,,
00933500,Mesivta of Eastern Parkway Rabbinical Seminary,Brooklyn,NY,11218-5559,Non Profit,06/30/2015,2.3,,,,
00976900,Metropolitan College of New York,New York,NY,10013-1919,Non Profit,12/31/2014,2.0,,,,
01014200,Touro College - Main Campus Midtown,New York,NY,10010-4202,Non Profit,06/30/2015,1.7,,,,
01015300,Helene Fuld College of Nursing,New York,NY,10035-2745,Non Profit,12/31/2014,3.0,,,,
01037800,Rabbinical College of Long Island,Long Beach,NY,11561-3244,Non Profit,06/30/2015,1.4,,,,
01054900,Kehilath Yakov Rabbinical Seminary,Ossining,NY,10562-1001,Non Profit,06/30/2015,2.5,,,,
01055100,New York School for Medical & Dental Assistants,Long Island City,NY,11101-2327,Proprietary,06/30/2015,2.0,,,,
01081300,American Academy McAllister Institute,New York,NY,10019-3604,Non Profit,09/30/2014,1.4,,,,
01094300,Rabbinical College Beth Shraga,Monsey,NY,10952-3033,Non Profit,08/31/2014,2.1,,,,
01103100,Technical Career Institutes,New York,NY,10001-2789,Proprietary,12/31/2014,1.1,,,,
01118900,United Talmudical Seminary,Brooklyn,NY,11211-7984,Non Profit,08/31/2014,3.0,,,,
01119200,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,11204-1052,Non Profit,08/31/2014,2.1,,,,
01161400,CVPH Medical Center,Plattsburgh,NY,12901-1490,Non Profit,09/30/2014,3.0,,,,
01161700,New York Methodist Hospital,Brooklyn,NY,11229-9023,Non Profit,12/31/2014,2.7,,,,
01167000,Yeshiva of Nitra Rabbinical College -,Mount Kisco,NY,10549-4112,Non Profit,09/30/2014,3.0,,,,
01167700,Memorial Sloan Kettering Cancer Center,New York,NY,10021-6094,Non Profit,12/31/2014,3.0,,,,
